run_date,market,score,address,price,dom,brokerage,listing_url,zpid,reason,contact_status,suggested_search_1,suggested_search_2,suggested_search_3
2026-07-03,oklahoma_city,95.0,"1811 N Stonewall Ave, Oklahoma City, OK 73111",69900,160,"Falcon Properties, LLC",https://www.zillow.com/homedetails/1811-N-Stonewall-Ave-Oklahoma-City-OK-73111/21843158_zpid/,21843158,no_verified_email_after_enrichment,needs_contact_research,"""1811 N Stonewall Ave, Oklahoma City, OK 73111"" ""Falcon Properties, LLC"" email","""Falcon Properties, LLC"" Oklahoma City office email",https://www.zillow.com/homedetails/1811-N-Stonewall-Ave-Oklahoma-City-OK-73111/21843158_zpid/
2026-07-03,oklahoma_city,94.0,"3524 NW 51st St APT 4, Oklahoma City, OK 73112",75000,166,Coldwell Banker Select,https://www.zillow.com/homedetails/3524-NW-51st-St-APT-4-Oklahoma-City-OK-73112/21902692_zpid/,21902692,no_verified_email_after_enrichment,needs_contact_research,"""3524 NW 51st St APT 4, Oklahoma City, OK 73112"" ""Coldwell Banker Select"" email","""Coldwell Banker Select"" Oklahoma City office email",https://www.zillow.com/homedetails/3524-NW-51st-St-APT-4-Oklahoma-City-OK-73112/21902692_zpid/
2026-07-03,oklahoma_city,93.4,"1323 NE 7th St, Oklahoma City, OK 73117",78000,121,Zinnamon Real Estate,https://www.zillow.com/homedetails/1323-NE-7th-St-Oklahoma-City-OK-73117/21841390_zpid/,21841390,no_verified_email_after_enrichment,needs_contact_research,"""1323 NE 7th St, Oklahoma City, OK 73117"" ""Zinnamon Real Estate"" email","""Zinnamon Real Estate"" Oklahoma City office email",https://www.zillow.com/homedetails/1323-NE-7th-St-Oklahoma-City-OK-73117/21841390_zpid/
2026-07-03,oklahoma_city,93.2,"2620 N Ann Arbor Ave APT 208, Oklahoma City, OK 73127",79000,581,Chris Whitman Realty,https://www.zillow.com/homedetails/2620-N-Ann-Arbor-Ave-APT-208-Oklahoma-City-OK-73127/21933546_zpid/,21933546,no_verified_email_after_enrichment,needs_contact_research,"""2620 N Ann Arbor Ave APT 208, Oklahoma City, OK 73127"" ""Chris Whitman Realty"" email","""Chris Whitman Realty"" Oklahoma City office email",https://www.zillow.com/homedetails/2620-N-Ann-Arbor-Ave-APT-208-Oklahoma-City-OK-73127/21933546_zpid/
2026-07-03,oklahoma_city,92.0,"6030 NW Expressway St #D, Oklahoma City, OK 73112",71000,103,Capital Real Estate - MWC,https://www.zillow.com/homedetails/6030-NW-Expressway-St-D-Oklahoma-City-OK-73112/457041380_zpid/,457041380,no_verified_email_after_enrichment,needs_contact_research,"""6030 NW Expressway St #D, Oklahoma City, OK 73112"" ""Capital Real Estate - MWC"" email","""Capital Real Estate - MWC"" Oklahoma City office email",https://www.zillow.com/homedetails/6030-NW-Expressway-St-D-Oklahoma-City-OK-73112/457041380_zpid/
2026-07-03,oklahoma_city,91.0,"1941 SW 14th St, Oklahoma City, OK 73108",69900,96,Providence Realty,https://www.zillow.com/homedetails/1941-SW-14th-St-Oklahoma-City-OK-73108/21891571_zpid/,21891571,no_verified_email_after_enrichment,needs_contact_research,"""1941 SW 14th St, Oklahoma City, OK 73108"" ""Providence Realty"" email","""Providence Realty"" Oklahoma City office email",https://www.zillow.com/homedetails/1941-SW-14th-St-Oklahoma-City-OK-73108/21891571_zpid/
2026-07-03,oklahoma_city,88.2,"415 SE 23rd St, Oklahoma City, OK 73129",69990,79,"1st United Okla, REALTORS",https://www.zillow.com/homedetails/415-SE-23rd-St-Oklahoma-City-OK-73129/21885555_zpid/,21885555,no_verified_email_after_enrichment,needs_contact_research,"""415 SE 23rd St, Oklahoma City, OK 73129"" ""1st United Okla, REALTORS"" email","""1st United Okla, REALTORS"" Oklahoma City office email",https://www.zillow.com/homedetails/415-SE-23rd-St-Oklahoma-City-OK-73129/21885555_zpid/
2026-07-03,oklahoma_city,85.5,"2404 SW 51st St, Oklahoma City, OK 73119",69900,63,"Atrium Realty, LLC",https://www.zillow.com/homedetails/2404-SW-51st-St-Oklahoma-City-OK-73119/21871254_zpid/,21871254,no_verified_email_after_enrichment,needs_contact_research,"""2404 SW 51st St, Oklahoma City, OK 73119"" ""Atrium Realty, LLC"" email","""Atrium Realty, LLC"" Oklahoma City office email",https://www.zillow.com/homedetails/2404-SW-51st-St-Oklahoma-City-OK-73119/21871254_zpid/
2026-07-03,oklahoma_city,84.6,"11421 N May Ave APT A, Oklahoma City, OK 73120",69499,57,Copper Creek Real Estate,https://www.zillow.com/homedetails/11421-N-May-Ave-APT-A-Oklahoma-City-OK-73120/21952810_zpid/,21952810,no_verified_email_after_enrichment,needs_contact_research,"""11421 N May Ave APT A, Oklahoma City, OK 73120"" ""Copper Creek Real Estate"" email","""Copper Creek Real Estate"" Oklahoma City office email",https://www.zillow.com/homedetails/11421-N-May-Ave-APT-A-Oklahoma-City-OK-73120/21952810_zpid/
2026-07-03,oklahoma_city,83.2,"1308 Windemere Dr, Oklahoma City, OK 73117",65000,43,Prime Realty Inc,https://www.zillow.com/homedetails/1308-Windemere-Dr-Oklahoma-City-OK-73117/80913488_zpid/,80913488,no_verified_email_after_enrichment,needs_contact_research,"""1308 Windemere Dr, Oklahoma City, OK 73117"" ""Prime Realty Inc"" email","""Prime Realty Inc"" Oklahoma City office email",https://www.zillow.com/homedetails/1308-Windemere-Dr-Oklahoma-City-OK-73117/80913488_zpid/
2026-07-03,oklahoma_city,83.0,"1805 N Kelham Ave, Oklahoma City, OK 73111",55000,30,Oklahoma Real Estate Options,https://www.zillow.com/homedetails/1805-N-Kelham-Ave-Oklahoma-City-OK-73111/21843569_zpid/,21843569,no_verified_email_after_enrichment,needs_contact_research,"""1805 N Kelham Ave, Oklahoma City, OK 73111"" ""Oklahoma Real Estate Options"" email","""Oklahoma Real Estate Options"" Oklahoma City office email",https://www.zillow.com/homedetails/1805-N-Kelham-Ave-Oklahoma-City-OK-73111/21843569_zpid/
2026-07-03,oklahoma_city,81.3,"4131 Cunningham Dr, Oklahoma City, OK 73135",75000,44,Coldwell Banker Select,https://www.zillow.com/homedetails/4131-Cunningham-Dr-Oklahoma-City-OK-73135/21962907_zpid/,21962907,no_verified_email_after_enrichment,needs_contact_research,"""4131 Cunningham Dr, Oklahoma City, OK 73135"" ""Coldwell Banker Select"" email","""Coldwell Banker Select"" Oklahoma City office email",https://www.zillow.com/homedetails/4131-Cunningham-Dr-Oklahoma-City-OK-73135/21962907_zpid/
2026-07-03,little_rock,94.4,"2501 S Pine St, Little Rock, AR 72204",73000,174,Real Broker,https://www.zillow.com/homedetails/2501-S-Pine-St-Little-Rock-AR-72204/314021_zpid/,314021,no_verified_email_after_enrichment,needs_contact_research,"""2501 S Pine St, Little Rock, AR 72204"" ""Real Broker"" email","""Real Broker"" Little Rock office email",https://www.zillow.com/homedetails/2501-S-Pine-St-Little-Rock-AR-72204/314021_zpid/
2026-07-03,oklahoma_city,81.3,"1921 N Vine St, Oklahoma City, OK 73121",80000,50,Bloom Real Estate LLC,https://www.zillow.com/homedetails/1921-N-Vine-St-Oklahoma-City-OK-73121/21974533_zpid/,21974533,no_verified_email_after_enrichment,needs_contact_research,"""1921 N Vine St, Oklahoma City, OK 73121"" ""Bloom Real Estate LLC"" email","""Bloom Real Estate LLC"" Oklahoma City office email",https://www.zillow.com/homedetails/1921-N-Vine-St-Oklahoma-City-OK-73121/21974533_zpid/
